Name,variable,value,score
Germany,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.80,2.00
Djibouti,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",45.20,8.00
Dominica,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",,
Denmark,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",6.50,3.00
Dominican Republic,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",15.80,7.00
Algeria,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",14.80,6.00
Ecuador,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",15.10,6.00
Egypt,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.20,5.00
Eritrea,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",42.90,8.00
Spain,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5.10,3.00
Estonia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2.80,1.00
Ethiopia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",49.00,9.00
Finland,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",1.30,1.00
Fiji,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.10,5.00
France,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",6.00,3.00
Faeroe Islands,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",,
Gabon,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",49.90,9.00
United Kingdom,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",7.70,4.00
Georgia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2.70,1.00
Ghana,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",47.50,9.00
Gibraltar,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",,
Guinea,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",55.70,9.00
Gambia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",54.80,9.00
Guinea-Bissau,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",62.10,10.00
Equatorial Guinea,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",53.40,9.00
Greece,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.90,5.00
Grenada,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",11.90,6.00
Greenland,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",,
Guatemala,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",25.10,7.00
Guam,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",,
Guyana,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",20.00,7.00
Honduras,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",14.00,6.00
Croatia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2.30,1.00
Haiti,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",30.30,8.00
Hungary,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",1.80,1.00
Indonesia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",20.70,7.00
Isle of Man,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",,
India,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",26.00,8.00
Ireland,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5.10,3.00
Iran,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",7.90,4.00
Iraq,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",16.80,7.00
Iceland,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.40,2.00
Israel,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.00,5.00
Italy,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.90,2.00
Jamaica,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",11.20,5.00
Jordan,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.70,5.00
Japan,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",12.70,6.00
Kazakhstan,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.50,2.00
Kenya,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",63.30,10.00
Kyrgyzstan,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",9.60,4.00
Cambodia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",25.60,8.00
Saint Kitts and Nevis,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",,
South Korea,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.10,5.00
Kuwait,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",14.80,6.00
Laos,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",31.40,8.00
Lebanon,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",3.60,1.00
Liberia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",58.50,10.00
Libya,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",8.00,4.00
Saint Lucia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",9.70,5.00
Liechtenstein,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",,
Sri Lanka,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",7.50,4.00
Lithuania,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",3.60,1.00
Luxembourg,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.90,2.00
Latvia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2.70,1.00
Morocco,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",14.00,6.00
Monaco,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",,
Moldova,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.20,2.00
Madagascar,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",46.20,8.00
Maldives,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",8.00,4.00
Mexico,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",9.80,5.00
Macedonia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",1.90,1.00
Mali,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",60.60,10.00
Malta,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",6.40,3.00
Myanmar,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",23.60,7.00
Montenegro,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",1.40,1.00
Mongolia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",9.70,5.00
Mariana Islands,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",,
Mozambique,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",65.30,10.00
Mauritania,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",53.40,9.00
Mauritius,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",6.50,3.00
Malaysia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",17.50,7.00
Namibia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",49.30,9.00
New Caledonia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",,
Niger,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",62.70,10.00
Nigeria,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",62.70,10.00
Nicaragua,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.90,5.00
Netherlands,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5.20,3.00
Norway,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",7.30,4.00
Nepal,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",25.00,7.00
New Zealand,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.60,2.00
Oman,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.50,5.00
Pakistan,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",34.90,8.00
Panama,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",15.60,6.00
Peru,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",20.30,7.00
Philippines,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",25.20,7.00
Papua New Guinea,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",36.10,8.00
Poland,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5.00,3.00
Puerto Rico,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",,
North Korea,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",9.50,4.00
Portugal,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.20,5.00
Paraguay,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",13.70,6.00
Palestine,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",,
French Polynesia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",,
Qatar,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5.20,3.00
Romania,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.20,2.00
Russia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.80,2.00
Rwanda,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",42.40,8.00
Saudi Arabia,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.60,5.00
Sudan,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",35.20,8.00
Senegal,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",45.70,8.00
Singapore,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",22.70,7.00
